candidate_profile,analysis
"Role: Data Scientist, Exp: 0 years, Skills: policy, doctor, write, dream, plant",Score: 75/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 4 years, Skills: back, sense, man, drug, summer",Score: 87/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 9 years, Skills: adult, tonight, surface, away, per",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 2 years, Skills: amount, old, tough, since, long",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 8 years, Skills: instead, avoid, check, skin, audience",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 13 years, Skills: full, in, commercial, may, here",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 11 years, Skills: they, behind, could, anyone, their",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 14 years, Skills: she, subject, hope, physical, tough",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 13 years, Skills: know, great, perform, rule, out",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 7 years, Skills: fall, attack, present, college, fund",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 2 years, Skills: find, environmental, market, book, win",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 1 years, Skills: western, four, since, later, difference",Score: 71/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 9 years, Skills: home, apply, put, top, need",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 8 years, Skills: gas, worker, security, our, set",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 14 years, Skills: sea, before, avoid, might, specific",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 6 years, Skills: back, staff, word, trial, later",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 5 years, Skills: natural, situation, candidate, suggest, gas",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 14 years, Skills: idea, article, do, easy, still",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 8 years, Skills: tree, cause, head, floor, situation",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 14 years, Skills: risk, window, statement, business, believe",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 9 years, Skills: per, unit, we, suggest, across",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 15 years, Skills: risk, free, help, teacher, station",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 7 years, Skills: either, collection, be, ten, yard",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 8 years, Skills: surface, sea, blue, hair, network",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 8 years, Skills: something, discussion, support, certainly, good",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 7 years, Skills: cut, feel, could, company, begin",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 0 years, Skills: establish, a, middle, general, spend",Score: 70/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 12 years, Skills: his, foot, unit, sense, board",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 12 years, Skills: total, you, choose, open, door",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 15 years, Skills: again, eight, political, quite, foot",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 8 years, Skills: third, organization, see, research, discussion",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 15 years, Skills: discover, marriage, successful, American, kitchen",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 7 years, Skills: threat, relate, central, trade, beautiful",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 7 years, Skills: religious, state, decision, suffer, lead",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 9 years, Skills: spring, recognize, foot, picture, quality",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 12 years, Skills: stand, official, American, American, they",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 0 years, Skills: nearly, somebody, author, five, until",Score: 80/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 9 years, Skills: evidence, successful, success, perform, pretty",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 2 years, Skills: worry, apply, past, check, government",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 8 years, Skills: cost, hour, last, prove, wife",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 15 years, Skills: adult, themselves, per, occur, science",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 5 years, Skills: move, hair, collection, follow, consider",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 15 years, Skills: interview, image, lose, send, include",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 9 years, Skills: change, development, red, inside, mission",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 2 years, Skills: experience, toward, process, sort, especially",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 14 years, Skills: stock, part, after, small, event",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 11 years, Skills: central, bad, serious, method, begin",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 8 years, Skills: sit, attention, determine, rate, expect",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 10 years, Skills: even, source, leave, take, big",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 9 years, Skills: while, change, second, capital, that",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 14 years, Skills: go, condition, all, local, place",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 5 years, Skills: stay, western, court, though, character",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 10 years, Skills: skill, tend, respond, make, two",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 2 years, Skills: laugh, first, stand, clear, eat",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 0 years, Skills: buy, Mr, visit, personal, quality",Score: 64/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 10 years, Skills: quickly, staff, name, board, success",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 11 years, Skills: money, everything, their, group, represent",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 11 years, Skills: serve, staff, door, product, arm",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 3 years, Skills: important, very, station, affect, present",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 7 years, Skills: rich, score, school, husband, respond",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 2 years, Skills: professional, attorney, argue, really, she",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 2 years, Skills: end, record, as, authority, but",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 1 years, Skills: throughout, several, until, seat, rather",Score: 73/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 1 years, Skills: until, something, since, business, point",Score: 73/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 3 years, Skills: garden, sure, from, before, change",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 10 years, Skills: many, to, card, clear, number",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 4 years, Skills: case, campaign, sit, fight, quite",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 15 years, Skills: activity, list, part, still, ground",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 4 years, Skills: ahead, hair, that, your, full",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 10 years, Skills: anything, own, enter, imagine, vote",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 8 years, Skills: race, quickly, American, road, exactly",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 6 years, Skills: official, try, thing, source, space",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 12 years, Skills: stage, ago, trade, recognize, focus",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 12 years, Skills: what, pay, boy, partner, question",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 6 years, Skills: kitchen, sign, do, role, ten",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 13 years, Skills: production, arm, usually, himself, big",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 6 years, Skills: stand, international, live, coach, pull",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 14 years, Skills: determine, argue, property, street, federal",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 12 years, Skills: strong, human, season, know, way",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 14 years, Skills: key, receive, budget, test, law",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 6 years, Skills: employee, build, visit, less, guess",Score: 87/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 10 years, Skills: hotel, feeling, successful, religious, challenge",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 8 years, Skills: interest, per, their, television, system",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 0 years, Skills: commercial, agent, man, action, several",Score: 64/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 12 years, Skills: performance, option, career, edge, today",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 6 years, Skills: parent, practice, character, carry, yet",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: grow, itself, arrive, career, carry",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 0 years, Skills: scene, candidate, stand, probably, court",Score: 60/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 2 years, Skills: result, material, almost, check, class",Score: 70/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 12 years, Skills: best, popular, step, activity, better",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 9 years, Skills: country, result, check, it, whether",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 0 years, Skills: spring, clearly, might, protect, and",Score: 64/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 2 years, Skills: city, decade, several, foot, read",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 14 years, Skills: information, evening, front, series, test",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 10 years, Skills: beyond, ahead, them, value, interview",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 12 years, Skills: million, physical, whose, popular, if",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 8 years, Skills: teacher, what, car, quite, door",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 1 years, Skills: up, father, increase, senior, machine",Score: 79/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 11 years, Skills: would, exist, both, future, through",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 3 years, Skills: more, once, future, best, ready",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 6 years, Skills: better, price, society, season, take",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 2 years, Skills: economic, responsibility, debate, popular, girl",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 13 years, Skills: push, person, entire, real, major",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 8 years, Skills: stop, usually, on, capital, too",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: describe, nation, decade, involve, agency",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 9 years, Skills: price, common, movement, consider, provide",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 13 years, Skills: produce, certain, work, foot, word",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 2 years, Skills: woman, budget, control, institution, house",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 11 years, Skills: seat, above, wait, school, book",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 12 years, Skills: attention, whatever, physical, fly, attack",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 13 years, Skills: gas, its, goal, teach, weight",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: candidate, myself, however, surface, Democrat",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 2 years, Skills: message, trade, drive, reveal, better",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 7 years, Skills: sure, green, each, together, night",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 7 years, Skills: majority, memory, word, Democrat, quite",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 15 years, Skills: follow, artist, name, reason, administration",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 15 years, Skills: clearly, guess, return, these, section",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 7 years, Skills: garden, make, return, there, your",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 12 years, Skills: population, music, theory, during, identify",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 0 years, Skills: one, computer, interesting, hand, down",Score: 71/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 0 years, Skills: opportunity, accept, product, growth, everyone",Score: 71/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 14 years, Skills: bill, despite, industry, often, career",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 15 years, Skills: establish, history, friend, avoid, response",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 2 years, Skills: you, movement, choose, mention, tough",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 13 years, Skills: very, near, building, discuss, animal",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 8 years, Skills: reason, tree, performance, summer, not",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 7 years, Skills: light, story, democratic, easy, child",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 12 years, Skills: happy, standard, way, parent, theory",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 3 years, Skills: her, thought, cut, seek, they",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: keep, song, window, grow, hospital",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 6 years, Skills: success, look, us, analysis, drug",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 11 years, Skills: fact, it, require, will, office",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 7 years, Skills: record, sport, century, quality, thought",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 3 years, Skills: audience, idea, mother, about, understand",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 3 years, Skills: store, alone, employee, himself, gas",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 2 years, Skills: much, property, teach, past, catch",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 6 years, Skills: style, church, race, give, respond",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 10 years, Skills: building, central, small, skill, happy",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 2 years, Skills: three, north, same, will, consumer",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 9 years, Skills: place, report, worker, born, discuss",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 15 years, Skills: home, everything, maintain, yard, population",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 3 years, Skills: trip, myself, break, house, yourself",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 0 years, Skills: act, be, reflect, rather, table",Score: 68/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 0 years, Skills: significant, cell, evidence, wish, responsibility",Score: 61/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 14 years, Skills: hope, class, loss, soon, budget",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 8 years, Skills: quickly, blue, home, stage, matter",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 8 years, Skills: actually, plan, shake, ask, carry",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 15 years, Skills: member, ever, pressure, see, theory",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 12 years, Skills: majority, chair, attack, notice, low",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 1 years, Skills: unit, attention, animal, reach, wear",Score: 66/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 14 years, Skills: affect, where, which, war, third",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 13 years, Skills: professional, then, hair, camera, reflect",Score: 91/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 4 years, Skills: hard, senior, network, event, attorney",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 14 years, Skills: run, your, help, choice, despite",Score: 90/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 0 years, Skills: discussion, raise, worker, later, six",Score: 60/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 6 years, Skills: cost, learn, sometimes, next, name",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 9 years, Skills: phone, three, they, together, rise",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 5 years, Skills: attention, once, stock, newspaper, pull",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 4 years, Skills: movement, ago, lose, look, evening",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 10 years, Skills: ago, break, important, purpose, baby",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 9 years, Skills: floor, leader, just, difference, miss",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 7 years, Skills: win, process, performance, Mrs, shake",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 13 years, Skills: eye, late, artist, none, none",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 5 years, Skills: newspaper, me, where, care, mean",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 9 years, Skills: I, accept, drop, according, seven",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 5 years, Skills: often, order, good, west, resource",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 6 years, Skills: anything, relationship, already, top, serve",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 4 years, Skills: east, send, forward, increase, watch",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 9 years, Skills: defense, against, laugh, floor, staff",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 13 years, Skills: number, ever, service, he, what",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 9 years, Skills: buy, deal, economic, computer, him",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 9 years, Skills: year, activity, source, difference, understand",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 0 years, Skills: sister, require, whose, above, firm",Score: 71/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 9 years, Skills: series, yes, new, night, own",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 6 years, Skills: purpose, arrive, would, answer, can",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 15 years, Skills: rest, itself, public, huge, edge",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 13 years, Skills: everybody, positive, actually, move, board",Score: 90/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 11 years, Skills: account, structure, analysis, whose, at",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 6 years, Skills: include, help, evening, more, respond",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: cold, chance, drug, little, trip",Score: 87/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 11 years, Skills: hit, step, organization, policy, skin",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 5 years, Skills: business, matter, deep, speech, image",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 8 years, Skills: more, president, address, crime, interesting",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 11 years, Skills: dinner, produce, fast, tax, up",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 9 years, Skills: involve, tell, loss, rock, team",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 6 years, Skills: morning, memory, garden, save, affect",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 8 years, Skills: picture, color, break, east, over",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 12 years, Skills: painting, scene, on, including, situation",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 9 years, Skills: your, particularly, message, young, current",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 8 years, Skills: without, meeting, career, involve, yeah",Score: 85/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 11 years, Skills: with, seven, give, effort, option",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 11 years, Skills: either, but, current, fall, young",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 8 years, Skills: campaign, begin, north, wonder, shoulder",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 8 years, Skills: small, even, indeed, growth, various",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
